Content,Date
"RT @#####: Coronavirus: WHO warns elderly and sick to avoid crowds as Louvre shuts doors https://t.co/F2RLttyB60","Mar 01, 2020"
"RT @#####: The government and the NHS stand ready to fight this virus, but every person has a role to play in helping to manage the spr…","Mar 01, 2020"
"RT @#####: The UK is a world leader in preparing for and managing diseases like #coronavirus. Today, @##### sets out an enhanced…","Mar 01, 2020"
""
"RT @#####: Corona beer company reports £132m loss following virus outbreak https://t.co/RhodVimp3o","Feb 29, 2020"
"RT @#####: One of the most popular beer brands in the world has taken a hit from the #coronavirus https://t.co/fHL6P62lAv","Feb 29, 2020"
"RT @#####: How severe is #COVID19? Fmr CDC Director Frieden: “the disease is currently somewhere between 3 and 5 on a five-point scale…","Feb 29, 2020"
"RT @#####:","Mark Carney said the Bank had already detected a fall in activity that could imply a downgrade - but it was too early to tell…","Feb 28, 2020"
"RT @#####: Just in: Global stocks are headed for their worst week since the 2008 financial crisis as Asia-Pacific","Markets sold off…","Feb 28, 2020"
"RT @#####: A top doctor has sensationally predicted everyone in Australia will fall victim to the coronavirus https://t.co/KUwcyvZrkP","Feb 28, 2020"
"RT @#####: As coronavirus spreads across world, some investors turn bullish on China https://t.co/N4gaxeQ8wZ https://t.co/G7MnQQJVHW","Feb 28, 2020"
"RT @#####: I’m not confident Mike Pence is the most capable person to appoint as Coronavirus Czar. But it could’ve been worse. https…","Feb 28, 2020"
"RT @#####: Mike Pence unveils the White House's coronavirus taskforce amid growing crisis and Wall Street plunge https://t.co/IMD8MKNBox","Feb 28, 2020"
"RT @#####: #Coronavirus watch on","Feb.28: Italy: 650 cases, more "s"Mart working" required S.Korea: 2,022 cases Iran: Prayer ceremony cancel…","Feb 28, 2020"
"RT @#####: England's chief medical officer warned mass gatherings such as sporting events","May need to be cancelled, and schools could be…","Feb 28, 2020"
"RT @#####: Oh gee - this is on top of the news that the Pope is sick recently with something: Iran’s ex-ambassador to Vatican dies of…","Feb 28, 2020"
"RT @#####: Chen Yuxi from Jiangxi medical team made a board for #COVID19 patients to communicate. Patients with severe symptoms st…","Feb 28, 2020"
"RT @#####: We should all prepare. Thank you ABC News for highlighting we all need to stock up and prepare. Good segment. #COVID19 http…","Feb 28, 2020"
"RT @#####: Multiple countries across the world reported their first confirmed #COVID19 cases in the last 12 hours. These countries a…","Feb 28, 2020"
"RT @#####_"Market: Israeli scientists: 'In three weeks, we will have coronavirus vaccine' https://t.co/2SZvZulolZ","Feb 28, 2020"
"RT @#####: Pope Francis sick a day after supporting coronavirus sufferers https://t.co/RO10oQINLF https://t.co/tAJY7VOqaG","Feb 28, 2020"
"RT @#####: Just the flu right? It’s time we start preparing for the “inevitable”. Here is a good starter prep sheet by @#####0kes. htt…","Feb 28, 2020"
"RT @#####: Happy news that we can sing: ??93 labs?? will be able to test, 93 labs can test; only if we ship the kits down, and pass them…","Feb 28, 2020"
"RT @#####: New CDC testing criteria for #COVID19: 3 different ways to qualify via “Clinical Features”+”Epidemiologic Risk”. High risk…","Feb 28, 2020"
"RT @#####: Poll: Pandemic?","Feb 27th #COVID19 cases: ??: 82,294 ????: 78,630 ????: 1,766 ??: 705 ????: 400 ????: 186 ????: 141 ????: 93 ????: 59 ????: 4…","Feb 28, 2020"
"RT @#####: Coronavirus crisis seeds chaos in Washington and on Wall Street https://t.co/CTf31wGzJJ","Feb 28, 2020"
"RT @#####: Transport shutting down in...3...2...1... https://t.co/cXEzoVgeGS","Feb 27, 2020"
"RT @#####: Coronavirus warnings have helped knock $300 billion off European stocks https://t.co/IfhA9qd87M","Feb 27, 2020"
"RT @#####: CDC confirms first 'unknown origin' coronavirus case in California resident who hasn't recently traveled abroad or been expo…","Feb 27, 2020"
"RT @#####: Coronavirus latest: • China deaths rise to 2,744 • South Korea reports 505 new cases • Japan closes schools • Saudi Arabia…","Feb 27, 2020"
"RT @#####_: BREAKING: Pope Francis taken ill and cancels event as Italy locked down by coronavirus https://t.co/9IgFJiTmVI https:/…","Feb 27, 2020"
"RT @#####: #UPDATE Japan's PM Shinzo Abe on Thursday urged public schools nationwide to close for several weeks from","March 2 to prevent the s…","Feb 27, 2020"
"RT @#####: VIDEO: ???? French President #Macron visits the Pitié-Salpêtrière hospital in Paris where the first French person carrying the #coro…","Feb 27, 2020"
"RT @#####: Israel warns its citizens to avoid ALL international travel over coronavirus fears in unprecedented move https://t.co/eZ2Sb…","Feb 27, 2020"
"RT @#####: #Italy reports 75 more cases of #COVID19, bringing the total number to 528, including 14 deaths, according to a statement…","Feb 27, 2020"
"RT @#####: Japan closing all schools until","April. Most serious measure to date outside China. #coronavirus","Feb 27, 2020"
"RT @#####: BUCKLE UP folks— scientists have found why new #coronavirus is so much more infectious - “Compared to (old) SARS’ way of en…","Feb 27, 2020"
"RT @#####: Two nurses from a hospital in east China's Anhui recently danced to celebrate discharge of some people, as they finished period…","Feb 27, 2020"
"RT @#####_murphy: #BREAKING: Saudi Arabia is suspending some entry into the Kingdom in order to stop of the spread of #Coronavirus #KSA @#####…","Feb 27, 2020"
"RT @#####: ?? The first clinical trial in the U.S. of a possible treatment for #COVID?19 was announced in Nebraska. @##### will test ab…","Feb 27, 2020"
"RT @#####: Morning! Here's your daily shot of news by @##### ?? Schools and offices urged to stay open amid virus fears ???? PM…","Feb 27, 2020"
"RT @#####: “U.S. acted on the Coronavirus very, very quickly.” Gordon Chang @#####","Feb 27, 2020"
"RT @#####: Developing: First U.S #coronavirus case of unknown origin confirmed in CA. CDC informed of 1st case of #COVID19 in a person…","Feb 27, 2020"
"RT @#####: This CA case is utterly infuriating??. “Since patient did not fit the existing CDC criteria for #COVID19, a test was not imm…","Feb 27, 2020"
"RT @#####: UPDATE on lab problems: GOOD+BAD news. ??GOOD: CDC plans to drop the problem reagent from the emergency diagnostic test, and…","Feb 27, 2020"
"RT @#####: Bad news - Japanese woman confirmed as #coronavirus case for 2nd time, weeks after initial recovery. Second positive tests…","Feb 27, 2020"
"RT @#####: My thoughts on the coronavirus epidemic. Spoiler: it’s not just an epidemic. #COVID19","Feb 27, 2020"
"RT @#####: Another new case in Toronto. Unclear where the woman got infected. Hope it’s not community transmission. #COVID19 https://…","Feb 27, 2020"
"RT @#####: Both SF and OC have declared public health emergencies over #COVID19 risk threat. Nothing to see here. Just the flu. https…","Feb 27, 2020"
"RT @#####: I cried hard reading this POWERFUL piece from 2 HCW in Wuhan. “Nurses have passed out from hypoglycemia and hypoxia. In add…","Feb 27, 2020"
"RT @#####: New coronavirus cases in Germany, one man in critical condition https://t.co/ucIECe17C5 https://t.co/7bSuBirod6","Feb 26, 2020"
"RT @#####: Drive-thru coronavirus testing clinic in South Korea. Innovation drives resilience. https://t.co/XxPEeSGo3J","Feb 26, 2020"
"RT @#####: BREAKING: Canary Wharf offices in lockdown after worker suffers coronavirus symptoms https://t.co/BqHUknAHu5","Feb 26, 2020"
"RT @#####_Express: Coronavirus: China confirms transmission possible WITHOUT symptoms in world first https://t.co/D8h6wFLnTV https://t.co/f…","Feb 26, 2020"
"RT @#####314: CDC Expects Community Spread of Coronavirus in U.S., Warns Disruptions Could Be ‘Severe’ @##### (via @#####) https://t.co…","Feb 26, 2020"
"RT @#####: .@##### breaks down why coronavirus vigilance is more important than ever https://t.co/rK5hFbuBBm","Feb 26, 2020"
"RT @#####: #Italy admits #hospital mess-up in the handling of the first #COVID19 case in the Codogno hospital as “not entirely accordi…","Feb 26, 2020"
"RT @#####: ???? Is Europe prepared to contain the spread of COVID-19 as Italy sees a surge in new infections? #CoronavirusOutbreak h…","Feb 26, 2020"
"RT @#####: The World Health Organization doesn’t go so far as to recommend a blanket halt to hugs and kisses, but its guidelines i…","Feb 26, 2020"
"RT @#####: Coronavirus global impact: >$1 trillion Big tech losses yesterday: $200 billion US investment in response: $1.5 billion (H…","Feb 26, 2020"
"RT @#####: The NHS has issued new advice on #coronavirus For up-to-date advice and information, read our guide https://t.co/zVBdq…","Feb 26, 2020"
"RT @#####: Well that escalated quickly. https://t.co/DyttmtWlEH #Coronavirus updates: One German patient in critical condition #…","Feb 26, 2020"
"RT @#####: 4 Royal Military College cadets in precautionary #COVID?19 isolation at CFB Kingston - #Kingston | https://t.co/kXnmSSQ…","Feb 26, 2020"
"RT @#####: #COVID?19 #CoronavirusOutbreak #COVID19 #Coronavirus #CoronaVirusIran","Feb 26, 2020"
"RT @#####: Korean flight attendant who was in Israel, LA tests positive for #coronavirus #CoronavirusOutbreak #COVID?19 #COVID19…","Feb 26, 2020"
"RT @#####: 260 people suspected and being tested for #coronavirus in Chile N.B. its summer there. #COVID?19 #coronavirusChile #C…","Feb 26, 2020"
"RT @#####: Thailand has 3 new #coronavirus cases, urges travel restrictions Current temp in Bangkok, 98F/37C Hot #CoronavirusOu…","Feb 26, 2020"
"RT @#####: 32 cases now in Taiwan #coronavirus #2019nCoV #coronavirusTaiwan #COVID?19 #CoronavirusOutbreak https://t.co/Nte4MMM…","Feb 26, 2020"
"RT @#####: $2.5Billion not enough: “This is not politics this is doing our job.” Sen Shelby tells Sec Azar: “If you lowball something…","Feb 26, 2020"
"RT @#####: At least scientists are more direct about #COVID19 reality and using the P word now. Honesty and transparency builds trust.…","Feb 26, 2020"
"RT @#####: Reminder - #COVID19 is still spreading in Hong Kong. Many other countries still continuing.","Feb 26, 2020"
"RT @#####: +4 more deaths in Iran. 16 deaths out of 95 cases is just tip of the iceberg. Other study out today (see my timeline) estim…","Feb 26, 2020"
"RT @#####: First US serviceman infected in South Korea: “USFK soldier stationed at Camp Carroll tested positive for #COVID19,","Marking…","Feb 26, 2020"
"RT @#####: Wishing you a (supposedly) happy Chinese New Year... from Wuhan hospital’s isolation ward. Kinda dark. Who’s idea is this?…","Feb 26, 2020"
"RT @#####: Iran's deputy health minister: “I have coronavirus... Images of one of the country’s most sr public health appearing sweaty…","Feb 26, 2020"
"RT @#####: Travel history— it’s becoming meaningless now with #COVID19 spreading to every continent. So then why does CDC still requir…","Feb 26, 2020"
"RT @#####: Agreed. We can’t be 10x or 30x understocked in respirators or masks for our medical workers whenever the outbreak arrives.…","Feb 26, 2020"
"RT @#####: 14 days might not be enough. “Hotel worker, 56, is diagnosed with coronavirus after testing negative EIGHT TIMES in 17 days…","Feb 26, 2020"
"RT @#####: The author invoked 1932 Great Depression... “The possibility of a global pandemic will reveal our inability to make and dis…","Feb 26, 2020"
"RT @#####: 2/3 undetected worldwide is not good at all - “virus","May be spreading stealthily in many more places. A modeling group at I…","Feb 26, 2020"
"RT @#####: Frustrating story in the ER: Patient just returned from Italy, bad symptoms, flu tests negative, doctor tries to get #COVID…","Feb 26, 2020"
"RT @#####: 1st case in Brazil and first in Latin America. A person who returned from Italy hotspot, naturally. Brazil’s healthcare sys…","Feb 26, 2020"
"RT @#####: ??Coronavirus global impact: >$1 trillion. ??Big tech losses yesterday: $200 billion. ??US investment in response: $1.5 billi…","Feb 26, 2020"
"RT @#####: 'Holiday from hell': Brits describe stay inside virus-hit hotel https://t.co/6eyeB9Mrjf","Feb 25, 2020"
"RT @#####: Can face masks really protect you against coronavirus or flu? https://t.co/Bkv4B7Zho2","Feb 25, 2020"
"RT @#####: Lockdowns around the world as countries battle the spread of coronavirus https://t.co/Ea8GxU4lcv","Feb 25, 2020"
"RT @#####: The head of Iran's anti-coronavirus taskforce, posted a video online confirming he had the virus and was self-isolating at hom…","Feb 25, 2020"
"RT @#####: CDC: VERY STRONG CHANCE OF AN EXTREMELY SERIOUS OUTBREAK OF THE CORONAVIRUS IN THE UNITED STATES Wow","Feb 25, 2020"
"RT @#####: Is it just me, or do others think this is basically a wake up call hinting we should all start prepping for #COVID19? @#####…","Feb 25, 2020"
"RT @#####: Top health official warns coronavirus spread in US is inevitable: "It's not a question of if this will happen" https://t.co/o3…","Feb 25, 2020"
"RT @#####_com: 19 y.o. tried to blow up a car in #Pentagon’s parking lot. He might spend the next 20 years in #prison reflecting on whether it…","Feb 25, 2020"
"RT @#####: “Inevitable” - CDC says “It’s not a question of if this will happen but when this will happen and how many people in this c…","Feb 25, 2020"
